p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.172984758175e-85,1.28745366576916,0.884,0.625,2.11500881746534e-81,Tumor Edge ,CRIP1
2.12991443966135e-14,1.28061201783227,0.556,0.622,3.84044872615337e-10,Tumor Edge ,EVL
2.79015355496495e-14,1.27907704027446,0.512,0.494,5.0309258749573e-10,Tumor Edge ,SPINT2
3.65867232673618e-23,1.27482791634147,0.57,0.462,6.59695207233801e-19,Tumor Edge ,EPCAM
1.25073872102744e-20,1.2687462343828,0.59,0.574,2.25520698788457e-16,Tumor Edge ,S100A16
0.00332517968494729,1.26747723485488,0.414,0.508,1,Tumor Edge ,ADI1
3.79147671339841e-11,1.24830501662791,0.554,0.655,6.83641166192868e-07,Tumor Edge ,HNRNPA2B1
0.00038056532978259,1.2471168425688,0.432,0.518,1,Tumor Edge ,ZNF217
4.72468162092028e-10,1.22566008053691,0.518,0.585,8.51907343068136e-06,Tumor Edge ,NDUFA4
2.36864401075926e-06,1.20462508624847,0.502,0.637,0.0427090201580002,Tumor Edge ,GRN
3.19313073721843e-26,1.20228039919298,0.67,0.745,5.75753403227856e-22,Tumor Edge ,PFN1
4.2851049494546e-12,1.19853551550291,0.51,0.513,7.72647273436159e-08,Tumor Edge ,SMARCD2
1.06518120701462e-07,1.16334820305946,0.518,0.637,0.00192062823436806,Tumor Edge ,ADAR
3.66503240891304e-22,1.1611254669645,0.566,0.45,6.6084199365111e-18,Tumor Edge ,MLPH
4.14494909889351e-14,1.1544959247535,0.574,0.612,7.47375772021489e-10,Tumor Edge ,HIST1H1C
1.92706364275705e-08,1.14875938617494,0.496,0.554,0.000347468845425523,Tumor Edge ,CCND1
4.2114048840414e-13,1.14284875081576,0.52,0.479,7.59358414641504e-09,Tumor Edge ,STARD10
6.38839992106075e-06,1.1375557772092,0.496,0.613,0.115189238976646,Tumor Edge ,PSME1
1.5740890709099e-06,1.12454536504197,0.47,0.5,0.0283824000375765,Tumor Edge ,UGDH
3.29663580693265e-31,1.11317998697426,0.642,0.497,5.94416402348027e-27,Tumor Edge ,FXYD3
7.51144773099839e-16,1.11263302813163,0.52,0.449,1.35438914037632e-11,Tumor Edge ,AZGP1
0.000505171851127461,1.08795916426915,0.29,0.509,1,Tumor Edge ,ANXA4
6.04831490029822e-08,1.0851281991951,0.546,0.691,0.00109057165967277,Tumor Edge ,CCNI
0.000236915698507519,1.03950734152718,0.498,0.641,1,Tumor Edge ,H1FX
8.21232479132255e-05,1.03062312280891,0.496,0.628,1,Tumor Edge ,TM9SF3
3.55290363729287e-06,1.00536036577669,0.274,0.512,0.0640624054840278,Tumor Edge ,TAPBP
2.21370286821478e-256,1.95451678004258,0.965,0.361,3.99152764167807e-252,Tumor Front,HMGCS2
3.75424430345879e-245,1.93119708948647,0.956,0.358,6.76927790356654e-241,Tumor Front,CDH2
8.85568052640113e-224,1.88912773973765,0.874,0.28,1.59676775571539e-219,Tumor Front,PVALB
6.50053444149402e-100,1.8232069905854,0.577,0.234,1.17211136514579e-95,Tumor Front,PSCA
8.605337610383e-229,1.80363874546586,0.968,0.415,1.55162842452816e-224,Tumor Front,NRAS
1.99353566015593e-221,1.76020636717022,1,0.602,3.59454414882716e-217,Tumor Front,DCAF7
1.90355107647434e-225,1.743384636587,0.985,0.437,3.43229294599088e-221,Tumor Front,TACO1
6.56030458831051e-206,1.73598184715315,0.913,0.339,1.18288852031827e-201,Tumor Front,PIP
3.31940241862951e-105,1.71528220598751,0.611,0.272,5.98521450103088e-101,Tumor Front,LRRC26
8.12446006847337e-227,1.71222302229458,0.987,0.453,1.46492139494643e-222,Tumor Front,PPM1D
2.45977121122417e-143,1.70287848727469,0.745,0.311,4.43521347095831e-139,Tumor Front,IKZF2
8.29405204266388e-224,1.67391436477606,1,0.582,1.49550052381272e-219,Tumor Front,FASN
6.71828131240617e-110,1.66855765517237,0.633,0.255,1.21137330343996e-105,Tumor Front,FIBCD1
5.42863297956911e-234,1.6573716861053,1,0.597,9.78836812546105e-230,Tumor Front,MIEN1
9.14872603600156e-217,1.63728407764083,0.992,0.493,1.64960679155144e-212,Tumor Front,MUC1
2.09814980427802e-218,1.63025823414573,0.997,0.544,3.7831739120937e-214,Tumor Front,CYB561
3.29414941143188e-78,1.580663132648,0.577,0.292,5.93968080375282e-74,Tumor Front,CREB3L4
3.29470297606906e-80,1.57438802226824,0.597,0.304,5.94067893615012e-76,Tumor Front,ESRP1
4.99433812952239e-155,1.56984620721552,0.842,0.368,9.00529108134183e-151,Tumor Front,PSMG1
2.41429994121506e-141,1.56255559232163,0.814,0.351,4.35322422400487e-137,Tumor Front,CSTA
3.76944789394745e-112,1.55097147923129,0.703,0.322,6.79669149757665e-108,Tumor Front,TFAP2C
9.40622287114303e-59,1.55087093270053,0.532,0.287,1.6960360458958e-54,Tumor Front,CDK1
4.67850080977738e-104,1.54937592032775,0.691,0.337,8.4358048101096e-100,Tumor Front,CRACR2B
2.18339553967721e-69,1.54712123832846,0.567,0.297,3.93688049759197e-65,Tumor Front,MIPEP
6.91680910052234e-121,1.54461694439672,0.737,0.358,1.24716984891518e-116,Tumor Front,HES1
7.53735955733454e-183,1.54401450737256,0.971,0.475,1.35906130178299e-178,Tumor Front,ECM1
7.04029627473652e-209,1.53155738222167,1,0.686,1.26943582129774e-204,Tumor Front,ERBB2
3.14151038555528e-70,1.52913524652469,0.559,0.287,5.66445737619472e-66,Tumor Front,MPHOSPH6
1.07288961329698e-71,1.523364579012,0.569,0.293,1.93452726173579e-67,Tumor Front,SDR16C5
2.88408933847241e-132,1.51965711286326,0.784,0.341,5.20030148619959e-128,Tumor Front,BAMBI
1.43704318130315e-106,1.51598358098677,0.688,0.331,2.59113256020771e-102,Tumor Front,CRAT
1.14830181695265e-194,1.51433841856094,0.997,0.597,2.07050300614732e-190,Tumor Front,CSDE1
5.42571493093966e-194,1.51246041065968,0.982,0.44,9.7831065919773e-190,Tumor Front,EPCAM
2.50020027286347e-152,1.51121734410437,0.888,0.444,4.50811111200013e-148,Tumor Front,SLC9A3R1
2.029278432106e-120,1.51050477050797,0.757,0.344,3.65899194093033e-116,Tumor Front,RRM2
5.47116380497098e-194,1.51027294424706,0.977,0.476,9.86505545674317e-190,Tumor Front,KRT7
1.26746290800349e-173,1.50267450624855,0.943,0.438,2.2853623694211e-169,Tumor Front,SREBF1
2.6851507565701e-197,1.49975719643872,0.995,0.528,4.84159532917155e-193,Tumor Front,PGAP3
1.24899575161402e-202,1.49663273910044,1,0.594,2.25206423973525e-198,Tumor Front,HSP90AA1
2.87594407913507e-83,1.49143611426774,0.612,0.291,5.18561476908845e-79,Tumor Front,ABCA12
5.8560911800175e-188,1.48216983777016,0.975,0.445,1.05591180066895e-183,Tumor Front,FOXA1
5.28935882028241e-201,1.47764790627227,1,0.684,9.53724288885121e-197,Tumor Front,VMP1
1.94763528523361e-56,1.47686738547068,0.523,0.291,3.51178118280473e-52,Tumor Front,AR
5.71684109523929e-88,1.47685352101009,0.646,0.313,1.0308036178826e-83,Tumor Front,PHGDH
2.03818253063451e-114,1.47400466899575,0.727,0.322,3.67504692098708e-110,Tumor Front,ACE
1.2394972329139e-98,1.47382857123964,0.698,0.349,2.23493746066706e-94,Tumor Front,RAE1
1.27262369510518e-125,1.46941143785643,0.725,0.298,2.29466778464415e-121,Tumor Front,VANGL1
1.21065755427297e-193,1.45660848796154,0.896,0.311,2.18293663610959e-189,Tumor Front,TAT
4.85628353940133e-95,1.44405279320031,0.639,0.3,8.75636484989453e-91,Tumor Front,WDR3
1.84466223326337e-96,1.4407185493042,0.676,0.322,3.32611047279719e-92,Tumor Front,SLC7A1
4.90934130915068e-54,1.42984070749398,0.513,0.284,8.85203331452959e-50,Tumor Front,NUSAP1
