"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.06044418604317e-10,0.817143941332044,0.41,0.306,1.44249709153429e-05,"Tumor Core","LGALS3BP"
8.51303651025276e-16,0.815733934419845,0.526,0.383,1.52349301387483e-11,"Tumor Core","CST3"
1.02474054361823e-10,0.815170038953301,0.367,0.248,1.83387567685919e-06,"Tumor Core","PSMB7"
7.37694868857663e-36,0.810528205186199,0.795,0.628,1.32017873730767e-31,"Tumor Core","S100A10"
8.02236430732455e-12,0.80723629358547,0.438,0.314,1.4356823164388e-07,"Tumor Core","NDUFS6"
1.71671852852374e-11,0.799555694100339,0.429,0.318,3.07223947864609e-07,"Tumor Core","MIF"
2.08796944568748e-06,0.793862453225638,0.34,0.267,0.0373663012000232,"Tumor Core","UBE2V1"
4.06441940666661e-06,0.791061290235574,0.286,0.208,0.0727368497017057,"Tumor Core","PRELID3B"
1.69974073285475e-05,0.781621022683581,0.295,0.226,0.304185601551686,"Tumor Core","GTF2I"
2.74487935608442e-14,0.780906864050456,0.452,0.31,4.91223609564867e-10,"Tumor Core","GUK1"
2.44167435337701e-06,0.768227518088988,0.3,0.222,0.0436962042280349,"Tumor Core","SOD1"
3.5229418235626e-30,0.762509956218972,0.76,0.614,6.30465668744762e-26,"Tumor Core","TAGLN2"
1.92156850574202e-06,0.756748201871707,0.25,0.172,0.0343883899787593,"Tumor Core","BHLHE40"
1.36980590641157e-10,0.755683203183053,0.438,0.332,2.45140465011415e-06,"Tumor Core","PSMB1"
6.0317038171438e-08,0.747272242091073,0.264,0.173,0.00107943371511605,"Tumor Core","TRAPPC5"
4.72251517269196e-06,0.741657429554138,0.293,0.216,0.0845141315304953,"Tumor Core","CAST"
2.90709143731135e-43,0.735906499486372,0.826,0.539,5.20253083621238e-39,"Tumor Core","SPARC"
2.45962803507885e-12,0.735436889404112,0.467,0.342,4.4017503315771e-08,"Tumor Core","ARF1"
8.49883472715177e-05,0.733885171919991,0.25,0.187,1,"Tumor Core","NOP53"
1.75568477829272e-07,0.733061350719746,0.329,0.239,0.00314197347923266,"Tumor Core","BANF1"
0.000637053317736269,0.729002939271325,0.26,0.207,1,"Tumor Core","CORO1C"
1.83619435578296e-47,0.715875637402641,0.921,0.659,3.28605341910918e-43,"Tumor Core","COL1A1"
1.16671825600248e-07,0.712184986996563,0.402,0.311,0.00208795899094204,"Tumor Core","PARK7"
6.62096448268423e-17,0.707715649405678,0.6,0.446,1.18488780382117e-12,"Tumor Core","RHOA"
8.14103693197718e-11,0.699997869020686,0.338,0.231,1.45691996934664e-06,"Tumor Core","CAP1"
8.83510644018211e-23,0.694254591380548,0.7,0.55,1.58113064853499e-18,"Tumor Core","PLEC"
2.80916117082402e-06,0.693201887502989,0.307,0.229,0.0502727483130666,"Tumor Core","HLA-F"
1.21770270778986e-14,0.687215389341496,0.602,0.482,2.17920076586073e-10,"Tumor Core","SQSTM1"
3.37805107341177e-07,0.685425783657985,0.421,0.338,0.0060453602009777,"Tumor Core","HSPA1B"
0.00317078765395106,0.682264368838407,0.307,0.264,1,"Tumor Core","PFDN5"
4.2022855224567e-48,0.666377606447052,0.938,0.659,7.52041017098851e-44,"Tumor Core","COL1A2"
2.77416981273092e-08,0.666326619800645,0.46,0.372,0.000496465429686326,"Tumor Core","ACTR3"
2.88173416160922e-06,0.666105024923648,0.326,0.25,0.0515715145561587,"Tumor Core","USF2"
0.000660123314125517,0.66475613875605,0.262,0.207,1,"Tumor Core","MAPRE1"
0.000252286249973488,0.657781623352931,0.288,0.228,1,"Tumor Core","IVNS1ABP"
0.000954382401115421,0.653524708888062,0.321,0.271,1,"Tumor Core","ATP5IF1"
0.00692197150344932,0.653196374070924,0.257,0.217,1,"Tumor Core","PDCD6"
0.00112315552709722,0.637117480599853,0.317,0.267,1,"Tumor Core","CNDP2"
0.00542893436839462,0.632292328377798,0.286,0.248,1,"Tumor Core","BZW1"
1.45553371115973e-12,0.630964412937635,0.633,0.513,2.60482312949145e-08,"Tumor Core","SERF2"
1.86404697426108e-07,0.613170542839253,0.355,0.257,0.00333589846513762,"Tumor Core","COL7A1"
0.00511734503720715,0.602773779669851,0.307,0.264,1,"Tumor Core","SDF4"
1.65474189344907e-24,0.5994082380292,0.319,0.144,2.96132609251646e-20,"Tumor Core","KLK5"
