Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000011465,DCN,Gene Expression,0.7988334407559254,0.0,0.0,101658,29.69575105356222,4904
ENSG00000170323,FABP4,Gene Expression,0.7947578142198943,0.0,0.0,19409,11.125536323256283,3221
ENSG00000211445,GPX3,Gene Expression,0.7515104252623257,0.0,0.0,11037,6.231674096869449,3188
ENSG00000168542,COL3A1,Gene Expression,0.7468233076888416,0.0,0.0,574630,120.35799779253561,4980
ENSG00000198712,MT-CO2,Gene Expression,0.7410126811234276,0.0,0.0,1153822,93.75606129080087,4989
ENSG00000170558,CDH2,Gene Expression,0.7403267292446136,0.0,0.0,90823,5.764308572132006,3116
ENSG00000134240,HMGCS2,Gene Expression,0.7371871769975024,0.0,0.0,87046,5.423002097702556,3088
ENSG00000212907,MT-ND4L,Gene Expression,0.7350440802408613,0.0,0.0,1015897,90.23306193577805,4989
ENSG00000198938,MT-CO3,Gene Expression,0.73192676575703,0.0,0.0,1622853,134.10204546676363,4991
ENSG00000198650,TAT,Gene Expression,0.7292880671491907,0.0,0.0,59883,3.942669124858055,2591
ENSG00000198888,MT-ND1,Gene Expression,0.7250435958605886,0.0,0.0,660472,50.88157609721405,4980
ENSG00000136485,DCAF7,Gene Expression,0.7222822308566222,0.0,0.0,312667,20.91312411195221,4535
ENSG00000100362,PVALB,Gene Expression,0.7176087735717885,0.0,0.0,30044,1.889322050533905,2167
ENSG00000166819,PLIN1,Gene Expression,0.71725679550298,0.0,0.0,4541,2.862680456777062,1890
ENSG00000108821,COL1A1,Gene Expression,0.7161281431374836,0.0,0.0,670086,134.6739928426827,4980
ENSG00000198886,MT-ND4,Gene Expression,0.7114138284126609,0.0,0.0,988178,84.75817495574051,4987
ENSG00000164692,COL1A2,Gene Expression,0.7070313111281205,0.0,0.0,402019,81.37529994958385,4969
ENSG00000129538,RNASE1,Gene Expression,0.7064423426700449,0.0,0.0,53499,16.57820723514531,4812
ENSG00000107562,CXCL12,Gene Expression,0.7058033058607224,0.0,0.0,43363,12.376325451554546,4696
ENSG00000141736,ERBB2,Gene Expression,0.7024588476571201,0.0,0.0,538313,35.92418169542058,4764
ENSG00000111341,MGP,Gene Expression,0.7007079734550127,0.0,0.0,154511,26.504194956620108,4916
ENSG00000087245,MMP2,Gene Expression,0.6937052448026003,0.0,0.0,70644,17.257334569370403,4796
ENSG00000189058,APOD,Gene Expression,0.6931433056902625,0.0,0.0,177705,35.55242813130358,4957
ENSG00000153002,CPB1,Gene Expression,0.6927961486977477,0.0,0.0,137078,11.468730795121497,3549
ENSG00000167676,PLIN4,Gene Expression,0.6914456787849209,0.0,0.0,3299,2.338810224999275,1389
ENSG00000159403,C1R,Gene Expression,0.6890140069975451,0.0,0.0,54275,13.182445307601721,4772
ENSG00000141753,IGFBP4,Gene Expression,0.6889937838788947,0.0,0.0,66809,16.077299751971964,4898
ENSG00000187955,COL14A1,Gene Expression,0.6879231007030762,0.0,0.0,45699,12.846287925980809,4692
ENSG00000159763,PIP,Gene Expression,0.6875028626973598,0.0,0.0,49302,3.1758053185321873,2748
ENSG00000141741,MIEN1,Gene Expression,0.6864412820649721,0.0,0.0,286988,19.44845566524344,4566
ENSG00000196616,ADH1B,Gene Expression,0.6860787207530014,0.0,0.0,4765,2.9352785438831934,2015
ENSG00000181092,ADIPOQ,Gene Expression,0.6848860232362886,0.0,0.0,3130,2.2008815984473094,1319
ENSG00000168477,TNXB,Gene Expression,0.6838559672440702,0.0,0.0,19007,7.27699713849223,4238
ENSG00000136463,TACO1,Gene Expression,0.6783413562288735,0.0,0.0,86544,5.750004794818575,3594
ENSG00000198763,MT-ND2,Gene Expression,0.6717718901758737,0.0,0.0,774488,66.2757249999434,4988
ENSG00000091986,CCDC80,Gene Expression,0.6692559051393587,0.0,0.0,46752,12.338600556050421,4705
ENSG00000110484,SCGB2A2,Gene Expression,0.6685624009006911,0.0,0.0,41610,2.863027452915855,1535
ENSG00000142173,COL6A2,Gene Expression,0.6683260914120652,0.0,0.0,168623,33.012327368440324,4951
ENSG00000197766,CFD,Gene Expression,0.6641835399529505,0.0,0.0,7253,3.587909383074551,3067
ENSG00000185499,MUC1,Gene Expression,0.6561878491599196,0.0,0.0,117071,7.665485797337015,3813
ENSG00000211592,IGKC,Gene Expression,0.6547776665996159,0.0,0.0,1785729,281.0466682871549,4974
ENSG00000213281,NRAS,Gene Expression,0.6539255508665399,0.0,0.0,65484,4.502848232986184,3559
ENSG00000198727,MT-CYB,Gene Expression,0.6474927602981699,0.0,0.0,680258,60.467910319679376,4988
ENSG00000026025,VIM,Gene Expression,0.6466595695404033,0.0,0.0,236819,46.28525728808123,4982
ENSG00000169710,FASN,Gene Expression,0.6455195949925528,0.0,0.0,229142,15.47136941286883,4509
ENSG00000148513,ANKRD30A,Gene Expression,0.6453773170659697,0.0,0.0,62065,3.886291543150944,3016
ENSG00000211896,IGHG1,Gene Expression,0.6439306332366315,0.0,0.0,588082,103.76530577648857,4852
ENSG00000172551,MUCL1,Gene Expression,0.6424295189246886,0.0,0.0,44618,3.7010775584194064,2227
ENSG00000145423,SFRP2,Gene Expression,0.6423455691989416,0.0,0.0,80867,17.559742199110204,4821
ENSG00000163359,COL6A3,Gene Expression,0.641763195069652,0.0,0.0,190602,35.88145107702329,4930
ENSG00000163430,FSTL1,Gene Expression,0.6397576537245073,0.0,0.0,48536,12.20874421753615,4845
ENSG00000119888,EPCAM,Gene Expression,0.6378111262542802,0.0,0.0,76756,4.96399733385984,3351
ENSG00000211895,IGHA1,Gene Expression,0.6312144127473013,0.0,0.0,409491,63.076083886083055,4740
ENSG00000008283,CYB561,Gene Expression,0.6297791061528529,0.0,0.0,142852,10.18325226492076,4241
ENSG00000143369,ECM1,Gene Expression,0.6273123824986071,0.0,0.0,90437,6.639564997649138,3942
ENSG00000213145,CRIP1,Gene Expression,0.6255290417231537,0.0,0.0,243087,16.677713840280006,4544
ENSG00000064651,SLC12A2,Gene Expression,0.6245934546559189,0.0,0.0,130914,8.674056539936963,3925
ENSG00000125730,C3,Gene Expression,0.6184600648865095,0.0,0.0,74315,15.694569569457096,4798
ENSG00000099194,SCD,Gene Expression,0.6139938036301369,0.0,0.0,128864,8.071266854392878,3851
ENSG00000133110,POSTN,Gene Expression,0.6127884878680866,0.0,0.0,177289,29.95565364284047,4841
ENSG00000086548,CEACAM6,Gene Expression,0.6119541359869693,0.0,0.0,55912,4.114008084699218,3061
ENSG00000062716,VMP1,Gene Expression,0.6083964426779482,0.0,0.0,312303,22.4334531015653,4734
ENSG00000115648,MLPH,Gene Expression,0.6080235490054348,0.0,0.0,77770,5.154079420751937,3484
ENSG00000123689,G0S2,Gene Expression,0.6054585369501847,0.0,0.0,4285,2.441126014348379,1912
ENSG00000142156,COL6A1,Gene Expression,0.6048869429063097,0.0,0.0,110864,20.727576166769715,4907
ENSG00000113140,SPARC,Gene Expression,0.6042944318603821,0.0,0.0,212803,37.02029727996283,4947
ENSG00000170836,PPM1D,Gene Expression,0.6037138177979638,0.0,0.0,74835,5.125437641147726,3604
ENSG00000129514,FOXA1,Gene Expression,0.6003842236334365,0.0,0.0,74626,5.1236508396815905,3557
ENSG00000135480,KRT7,Gene Expression,0.5986948835228773,0.0,0.0,90201,6.150601203732677,3707
ENSG00000100979,PLTP,Gene Expression,0.5978359695654106,0.0,0.0,22525,7.000150536085855,4361
ENSG00000161395,PGAP3,Gene Expression,0.5951817417697814,0.0,0.0,135851,9.453823703646716,4242
ENSG00000139329,LUM,Gene Expression,0.5921092574342731,0.0,0.0,84160,17.051354479910035,4888
ENSG00000148180,GSN,Gene Expression,0.5917738934548454,0.0,0.0,67292,13.727676948344302,4928
ENSG00000089356,FXYD3,Gene Expression,0.5896153285154285,0.0,0.0,96202,6.666669028336197,3769
ENSG00000181143,MUC16,Gene Expression,0.5892318521121819,0.0,0.0,4186,0.26876525844837673,647
ENSG00000182326,C1S,Gene Expression,0.5839022363740475,0.0,0.0,36351,8.521440233330724,4611
ENSG00000030419,IKZF2,Gene Expression,0.5822706128630941,0.0,0.0,19678,1.3058945010945742,2430
ENSG00000124491,F13A1,Gene Expression,0.5805348250896853,0.0,0.0,20830,6.450230290379297,4144
ENSG00000160182,TFF1,Gene Expression,0.5774248364055505,0.0,0.0,108188,8.14770910023553,3844
ENSG00000130720,FIBCD1,Gene Expression,0.5750991639914149,0.0,0.0,15435,1.0509612981924834,1943
ENSG00000010278,CD9,Gene Expression,0.5742854559373745,0.0,0.0,101404,7.058047312770946,3970
ENSG00000080824,HSP90AA1,Gene Expression,0.5727760587253476,0.0,0.0,163693,11.829606371838846,4497
ENSG00000132465,JCHAIN,Gene Expression,0.5720449843593403,0.0,0.0,126699,17.99979298052639,4227
ENSG00000009307,CSDE1,Gene Expression,0.5719898665197365,0.0,0.0,118609,8.800381419500088,4346
ENSG00000167653,PSCA,Gene Expression,0.5710097797057005,0.0,0.0,15171,1.0056406246593188,1941
ENSG00000115221,ITGB6,Gene Expression,0.5705211596324173,0.0,0.0,27164,1.876835651639012,2647
ENSG00000166033,HTRA1,Gene Expression,0.5701429336050904,0.0,0.0,57251,11.439706312452605,4710
ENSG00000156096,UGT2B4,Gene Expression,0.5697642990881538,0.0,0.0,5000,0.32922314812914094,834
ENSG00000133048,CHI3L1,Gene Expression,0.5664478167726794,0.0,0.0,17011,2.608529026486678,2692
ENSG00000072310,SREBF1,Gene Expression,0.5644413650161746,0.0,0.0,59252,3.99635282104169,3516
ENSG00000095739,BAMBI,Gene Expression,0.563411206389901,0.0,0.0,25104,1.710450213162956,2642
ENSG00000115380,EFEMP1,Gene Expression,0.5630991980195229,0.0,0.0,21058,6.030810413059192,4336
ENSG00000106483,SFRP4,Gene Expression,0.5609287570245494,0.0,0.0,13823,3.608652530891119,2860
ENSG00000115414,FN1,Gene Expression,0.5608046289110378,0.0,0.0,178848,25.521456951137633,4874
ENSG00000175445,LPL,Gene Expression,0.5604338677542758,0.0,0.0,3573,1.841079101907768,1968
ENSG00000163435,ELF3,Gene Expression,0.5578938724526948,0.0,0.0,42061,2.8134438602126166,2972
ENSG00000141738,GRB7,Gene Expression,0.5534254043183557,0.0,0.0,47577,3.304448757227815,3135
ENSG00000087510,TFAP2C,Gene Expression,0.5514098213427602,0.0,0.0,18497,1.2461155386072786,2416
ENSG00000147676,MAL2,Gene Expression,0.5510454451891557,0.0,0.0,36975,2.5047165902607076,2932
ENSG00000198740,ZNF652,Gene Expression,0.5490364950040857,0.0,0.0,56313,3.896659087318522,3488
ENSG00000143387,CTSK,Gene Expression,0.5460448265045773,0.0,0.0,44932,9.278220952102108,4700
ENSG00000144452,ABCA12,Gene Expression,0.5450423046118703,0.0,0.0,15848,1.0444277199086744,2222
ENSG00000131748,STARD3,Gene Expression,0.5446301826954278,0.0,0.0,106886,7.820120373183706,4193
ENSG00000125531,FNDC11,Gene Expression,0.5420952864709523,0.0,0.0,8729,0.5950588775077683,1641
ENSG00000105664,COMP,Gene Expression,0.5414100716136168,0.0,0.0,19224,2.581769991929883,3034
ENSG00000121552,CSTA,Gene Expression,0.5401017355420447,0.0,0.0,29905,2.096803400261052,2926
ENSG00000183527,PSMG1,Gene Expression,0.5381530631759401,0.0,0.0,30140,2.0882339507406265,2976
ENSG00000184357,HIST1H1B,Gene Expression,0.5378057466111381,0.0,0.0,38841,2.789501808845176,3204
ENSG00000263639,MSMB,Gene Expression,0.5367695825345571,0.0,0.0,13845,1.0378014814360526,1866
ENSG00000163993,S100P,Gene Expression,0.5354944340252313,0.0,0.0,55829,4.137701898784943,3353
ENSG00000182492,BGN,Gene Expression,0.5337066715791015,0.0,0.0,73710,11.317470955498399,4543
ENSG00000112378,PERP,Gene Expression,0.5330362069032889,0.0,0.0,49179,3.535481419610359,3439
ENSG00000123384,LRP1,Gene Expression,0.5329013427661055,0.0,0.0,29375,7.470722805078497,4747
ENSG00000171848,RRM2,Gene Expression,0.5324638065386557,0.0,0.0,23803,1.6079772558719663,2644
ENSG00000160180,TFF3,Gene Expression,0.5321243874986219,0.0,0.0,66711,5.142067135546558,3598
ENSG00000165140,FBP1,Gene Expression,0.5304119152288924,0.0,0.0,27190,1.8908401879889705,2874
ENSG00000099953,MMP11,Gene Expression,0.5302907453323963,0.0,0.0,19703,2.1670397039256866,2799
ENSG00000124664,SPDEF,Gene Expression,0.529810020539078,0.0,0.0,20920,1.4193033709544594,2509
ENSG00000189377,CXCL17,Gene Expression,0.5297931254317478,0.0,0.0,25760,1.739286191797493,2621
ENSG00000035862,TIMP2,Gene Expression,0.5294658069153563,0.0,0.0,56765,11.518940183308136,4878
ENSG00000138434,ITPRID2,Gene Expression,0.5292236543571842,0.0,0.0,40793,2.9283255099161574,3364
ENSG00000065911,MTHFD2,Gene Expression,0.5289349066338624,0.0,0.0,32633,2.2736999632772856,3178
ENSG00000162949,CAPN13,Gene Expression,0.5282594169492142,0.0,0.0,19405,1.2902781006370325,2431
ENSG00000106541,AGR2,Gene Expression,0.5279774594029174,0.0,0.0,35785,2.517803797821622,2894
ENSG00000214530,STARD10,Gene Expression,0.5275954988350323,0.0,0.0,67256,4.829375743973376,3732
ENSG00000164932,CTHRC1,Gene Expression,0.5274493028677508,0.0,0.0,43638,7.212344452617938,4297
ENSG00000132746,ALDH3B2,Gene Expression,0.5262375374261467,0.0,0.0,35341,2.5098267298434576,2979
ENSG00000019582,CD74,Gene Expression,0.5259005050405967,0.0,0.0,197565,29.426334192412376,4898
ENSG00000108588,CCDC47,Gene Expression,0.5258927147807523,0.0,0.0,92408,6.816844197195586,4155
ENSG00000106624,AEBP1,Gene Expression,0.5255520676223855,0.0,0.0,67095,12.362451703342584,4714
ENSG00000160862,AZGP1,Gene Expression,0.5244866276226842,0.0,0.0,60372,4.345626642846416,3467
ENSG00000115339,GALNT3,Gene Expression,0.5244549826859256,0.0,0.0,21496,1.4352693955534872,2613
ENSG00000205581,HMGN1,Gene Expression,0.52433058974951,0.0,0.0,107803,7.942014984124244,4172
ENSG00000128422,KRT17,Gene Expression,0.5214938665384411,0.0,0.0,15916,1.3719885797543698,1752
ENSG00000167085,PHB,Gene Expression,0.5208589216224583,0.0,0.0,54695,3.9265655381359843,3533
ENSG00000186340,THBS2,Gene Expression,0.5189160470103168,0.0,0.0,32681,7.56551854423794,4535
ENSG00000170421,KRT8,Gene Expression,0.5128903452583768,0.0,0.0,64459,4.692001269213027,3653
ENSG00000077942,FBLN1,Gene Expression,0.5126929220348853,0.0,0.0,20611,5.168354071462189,4162
ENSG00000144451,SPAG16,Gene Expression,0.5126637220653644,0.0,0.0,40160,2.8300756601676405,3347
ENSG00000096696,DSP,Gene Expression,0.5118777797313718,0.0,0.0,36464,2.6081575423929,3076
ENSG00000161405,IKZF3,Gene Expression,0.510209586886507,0.0,0.0,27240,2.1472721014994685,3141
ENSG00000109062,SLC9A3R1,Gene Expression,0.5087396142818005,0.0,0.0,43917,3.2494463216874663,3503
ENSG00000159640,ACE,Gene Expression,0.5084754194721133,0.0,0.0,22636,1.6892313184527423,2764
ENSG00000139514,SLC7A1,Gene Expression,0.5080968242389534,0.0,0.0,18975,1.3502990574311646,2688
ENSG00000181617,FDCSP,Gene Expression,0.5075002612071696,0.0,0.0,4802,0.36147619346735643,654
ENSG00000135373,EHF,Gene Expression,0.5070716720886513,0.0,0.0,22559,1.5992845013988712,2632
ENSG00000107485,GATA3,Gene Expression,0.5031126184999963,0.0,0.0,36972,2.6752162788182545,3217
ENSG00000157227,MMP14,Gene Expression,0.50259282984532,0.0,0.0,39993,7.288193545633929,4569
ENSG00000112379,ARFGEF3,Gene Expression,0.5025468898215288,0.0,0.0,17455,1.170789888590252,2402
ENSG00000167306,MYO5B,Gene Expression,0.5016430753770562,0.0,0.0,14743,0.961539510441425,2267
ENSG00000039068,CDH1,Gene Expression,0.5014083590399573,0.0,0.0,26782,1.8685715339429627,2794
ENSG00000186847,KRT14,Gene Expression,0.5013125362354414,0.0,0.0,16464,1.481693219445806,1845
ENSG00000137203,TFAP2A,Gene Expression,0.500230987667585,0.0,0.0,17539,1.2016782290598704,2483
ENSG00000170345,FOS,Gene Expression,0.5000818549441141,0.0,0.0,42305,8.77453746787971,4672
ENSG00000104413,ESRP1,Gene Expression,0.5000025357570222,0.0,0.0,15104,1.0098880948725983,2310
ENSG00000173218,VANGL1,Gene Expression,0.4993566335752042,0.0,0.0,20303,1.4935797065532965,2708
ENSG00000116299,KIAA1324,Gene Expression,0.4977341540774836,0.0,0.0,22607,1.5422166576635623,2632
ENSG00000012223,LTF,Gene Expression,0.49627689735162617,0.0,0.0,10841,0.8699191589872294,1068
ENSG00000149131,SERPING1,Gene Expression,0.49501498624482543,0.0,0.0,23624,6.047720559684608,4505
ENSG00000092621,PHGDH,Gene Expression,0.49490717397407535,0.0,0.0,16162,1.19661956079615,2426
ENSG00000038427,VCAN,Gene Expression,0.49197890620360835,0.0,0.0,44388,8.288857583780107,4544
ENSG00000173372,C1QA,Gene Expression,0.4906711462100621,0.0,0.0,40076,9.313832059978544,4772
ENSG00000120875,DUSP4,Gene Expression,0.4905956500147953,0.0,0.0,30508,2.188812777222999,2995
ENSG00000108506,INTS2,Gene Expression,0.49018053583182253,0.0,0.0,31473,2.2934389482845217,3070
ENSG00000065361,ERBB3,Gene Expression,0.4900023082587455,0.0,0.0,20030,1.377504904949759,2560
ENSG00000133063,CHIT1,Gene Expression,0.48998693867166515,0.0,0.0,2082,0.15715833266749205,288
ENSG00000122584,NXPH1,Gene Expression,0.4899567266629801,0.0,0.0,4535,0.29640538367814934,1026
ENSG00000197170,PSMD12,Gene Expression,0.4898336327540964,0.0,0.0,45697,3.3283897715247175,3502
ENSG00000167642,SPINT2,Gene Expression,0.4897311407509068,0.0,0.0,59969,4.515323094850857,3787
ENSG00000124575,HIST1H1D,Gene Expression,0.4892495910496868,0.0,0.0,45715,3.4682093109986907,3588
ENSG00000019186,CYP24A1,Gene Expression,0.48842135405710563,0.0,0.0,7595,0.5617933969779284,1523
ENSG00000106809,OGN,Gene Expression,0.4881123441575154,0.0,0.0,8172,2.944697788437623,3174
ENSG00000177685,CRACR2B,Gene Expression,0.48728471092207665,0.0,0.0,19960,1.37506891112707,2562
ENSG00000181019,NQO1,Gene Expression,0.48555766749800133,0.0,0.0,37480,2.645670148160297,3148
ENSG00000197956,S100A6,Gene Expression,0.48416723504739895,0.0,0.0,129029,17.068165888686078,4917
ENSG00000087191,PSMC5,Gene Expression,0.484025231280324,0.0,0.0,77912,5.943310897482973,4140
ENSG00000133800,LYVE1,Gene Expression,0.48397962718404175,0.0,0.0,5478,2.3548878596886023,2282
ENSG00000170786,SDR16C5,Gene Expression,0.48274377103066635,0.0,0.0,13893,0.9238654528015561,2226
ENSG00000132749,TESMIN,Gene Expression,0.482105994414096,0.0,0.0,9097,0.6331909528282286,1905
ENSG00000108604,SMARCD2,Gene Expression,0.4818831307944985,0.0,0.0,57254,4.361702432627433,3865
ENSG00000103067,ESRP2,Gene Expression,0.48171275616921033,0.0,0.0,13083,0.8734740240554948,2256
ENSG00000145824,CXCL14,Gene Expression,0.48142997672042437,0.0,0.0,39395,4.491224445239074,3711
ENSG00000102265,TIMP1,Gene Expression,0.4800964278941866,0.0,0.0,105922,17.96346257016753,4927
ENSG00000071073,MGAT4A,Gene Expression,0.4796843829011819,0.0,0.0,33898,2.597529964824131,3417
ENSG00000121270,ABCC11,Gene Expression,0.479263913595286,0.0,0.0,11171,0.7588978149916272,2000
ENSG00000125144,MT1G,Gene Expression,0.47851750669449344,0.0,0.0,6551,0.4172371136838013,1690
ENSG00000189334,S100A14,Gene Expression,0.4778252897997125,0.0,0.0,31140,2.279376307947154,2971
ENSG00000132386,SERPINF1,Gene Expression,0.4758786003514995,0.0,0.0,21871,5.353016653248848,4362
ENSG00000104687,GSR,Gene Expression,0.4755906034227022,0.0,0.0,34151,2.5797289280860185,3421
ENSG00000101955,SRPX,Gene Expression,0.4753147612170324,0.0,0.0,9690,3.2132548781622416,3513
ENSG00000211899,IGHM,Gene Expression,0.4749899045248534,0.0,0.0,25701,4.58774006909258,2595
ENSG00000109452,INPP4B,Gene Expression,0.47473966015195845,0.0,0.0,13043,0.874840203912893,2246
ENSG00000105655,ISYNA1,Gene Expression,0.4742204607018733,0.0,0.0,27618,2.0565126106231038,3065
ENSG00000204385,SLC44A4,Gene Expression,0.4737655324518345,0.0,0.0,19140,1.3186916008307819,2524
ENSG00000100097,LGALS1,Gene Expression,0.47264795063902937,0.0,0.0,78299,14.290122161916258,4928
ENSG00000181195,PENK,Gene Expression,0.47076120145842937,0.0,0.0,2580,1.1199839326551044,1226
ENSG00000149968,MMP3,Gene Expression,0.47046126039435354,0.0,0.0,5783,2.064072610860226,2358
ENSG00000108423,TUBD1,Gene Expression,0.469448681174712,0.0,0.0,36780,2.656157993168824,3281
ENSG00000109814,UGDH,Gene Expression,0.46896917792549375,0.0,0.0,54689,4.165814983835187,3807
ENSG00000083307,GRHL2,Gene Expression,0.46846091876989876,0.0,0.0,11341,0.7503561271694079,2122
ENSG00000155066,PROM2,Gene Expression,0.46813901330174773,0.0,0.0,21970,1.53384083027799,2675
ENSG00000118523,CCN2,Gene Expression,0.4674125286591402,0.0,0.0,39597,8.505440092717526,4654
ENSG00000130822,PNCK,Gene Expression,0.46720360762402874,0.0,0.0,4491,0.2938025471228442,1335
ENSG00000170017,ALCAM,Gene Expression,0.467182429217653,0.0,0.0,29310,2.1400177777015963,3154
ENSG00000115902,SLC1A4,Gene Expression,0.46713291147006747,0.0,0.0,21723,1.5812955143686087,2839
ENSG00000171345,KRT19,Gene Expression,0.46667409867640525,0.0,0.0,28783,2.1829397602624776,2963
ENSG00000132963,POMP,Gene Expression,0.4657455639019029,0.0,0.0,29274,2.208852394599726,3212
ENSG00000165929,TC2N,Gene Expression,0.4644134051873031,0.0,0.0,33602,2.4554224989590483,3279
ENSG00000161267,BDH1,Gene Expression,0.46289884718609625,0.0,0.0,11468,0.7989787795914617,2214
ENSG00000105388,CEACAM5,Gene Expression,0.4618527672605329,0.0,0.0,21379,1.606806623496251,2571
ENSG00000141744,PNMT,Gene Expression,0.46098476700429836,0.0,0.0,15141,1.110709919882402,2326
ENSG00000171346,KRT15,Gene Expression,0.4607786165630645,0.0,0.0,8945,0.6470631734246088,1401
ENSG00000198840,MT-ND3,Gene Expression,0.45974854635111223,0.0,0.0,256235,24.371854885314537,4965
ENSG00000140403,DNAJA4,Gene Expression,0.4594347861823248,0.0,0.0,30973,2.2883472530675384,3230
ENSG00000170312,CDK1,Gene Expression,0.4593286424457169,0.0,0.0,12495,0.8525863328393165,2258
ENSG00000108244,KRT23,Gene Expression,0.4585223022089133,0.0,0.0,5919,0.40593454782256266,883
ENSG00000130935,NOL11,Gene Expression,0.45836243884801536,0.0,0.0,13387,0.9487224105565114,2307
ENSG00000265972,TXNIP,Gene Expression,0.4579361125174622,0.0,0.0,76609,13.579156857276875,4897
ENSG00000184292,TACSTD2,Gene Expression,0.45738431995441725,0.0,0.0,30536,2.271988654997373,2973
ENSG00000250722,SELENOP,Gene Expression,0.4573015990304172,0.0,0.0,56771,11.41599498223732,4892
ENSG00000178573,MAF,Gene Expression,0.4563526292487316,0.0,0.0,26589,6.504513237204664,4678
ENSG00000004799,PDK4,Gene Expression,0.4558961072085151,0.0,0.0,27975,6.65879568036538,4669
ENSG00000158747,NBL1,Gene Expression,0.4557848168866037,0.0,0.0,23763,5.091352933132007,4393
ENSG00000204262,COL5A2,Gene Expression,0.4556952769582206,0.0,0.0,42424,7.445454798877351,4535
ENSG00000173890,GPR160,Gene Expression,0.45502094673093335,0.0,0.0,14560,1.0057550606676875,2416
ENSG00000122952,ZWINT,Gene Expression,0.45472589393964263,0.0,0.0,12513,0.8573026844646274,2270
ENSG00000261150,EPPK1,Gene Expression,0.454465069761151,0.0,0.0,18118,1.27982661622725,2600
ENSG00000135447,PPP1R1A,Gene Expression,0.4541068082482116,0.0,0.0,1547,0.991763651689891,1048
ENSG00000187244,BCAM,Gene Expression,0.4526669570604365,0.0,0.0,50288,3.8185161196942135,3642
ENSG00000172724,CCL19,Gene Expression,0.452040715455475,0.0,0.0,11912,1.8724880984596806,2093
ENSG00000064961,HMG20B,Gene Expression,0.4508001608357501,0.0,0.0,39677,3.0029545508151045,3556
ENSG00000188959,C9orf152,Gene Expression,0.4507255888662742,0.0,0.0,7670,0.503959466704575,1860
ENSG00000134824,FADS2,Gene Expression,0.45059954278243863,0.0,0.0,26919,1.8989858924677374,2980
ENSG00000124935,SCGB1D2,Gene Expression,0.4501273880366141,0.0,0.0,2957,0.2678977165360601,465
ENSG00000166145,SPINT1,Gene Expression,0.45008224296877636,0.0,0.0,23424,1.701092993524374,2882
ENSG00000135698,MPHOSPH6,Gene Expression,0.44980987187118066,0.0,0.0,12582,0.8962556868121435,2354
ENSG00000166147,FBN1,Gene Expression,0.4496864028930416,0.0,0.0,25213,5.7938275175939475,4449
ENSG00000113368,LMNB1,Gene Expression,0.44913421107305423,0.0,0.0,17056,1.2418931140396643,2749
ENSG00000206053,JPT2,Gene Expression,0.4489322127403533,0.0,0.0,29055,2.150786923490506,3218
ENSG00000118785,SPP1,Gene Expression,0.44752164691110075,0.0,0.0,24227,3.4630290942071027,2461
ENSG00000013588,GPRC5A,Gene Expression,0.4463095756589884,0.0,0.0,20553,1.517497941599611,2667
ENSG00000175745,NR2F1,Gene Expression,0.44562346265387326,0.0,0.0,15642,2.645986059555285,3463
ENSG00000143578,CREB3L4,Gene Expression,0.44552006242823233,0.0,0.0,13101,0.9471443482969314,2383
ENSG00000142871,CCN1,Gene Expression,0.4446245438703695,0.0,0.0,33851,7.28772652749473,4567
ENSG00000079462,PAFAH1B3,Gene Expression,0.4437292225726198,0.0,0.0,22826,1.7164663188387574,3002
ENSG00000164032,H2AFZ,Gene Expression,0.44325904759699036,0.0,0.0,21267,1.557935060066262,2896
ENSG00000211897,IGHG3,Gene Expression,0.4431161075704742,0.0,0.0,43343,6.232650917874809,2730
ENSG00000165215,CLDN3,Gene Expression,0.44193941480245663,0.0,0.0,15801,1.100712943868157,2437
ENSG00000092820,EZR,Gene Expression,0.4412068910213947,0.0,0.0,33788,2.7026119454848367,3473
ENSG00000107317,PTGDS,Gene Expression,0.44114557706809837,0.0,0.0,20408,4.178381629867223,3542
ENSG00000178773,CPNE7,Gene Expression,0.4409972671454894,0.0,0.0,5399,0.3773111136997597,1478
ENSG00000181885,CLDN7,Gene Expression,0.44068087850033066,0.0,0.0,23587,1.7060688573966158,2785
ENSG00000117983,MUC5B,Gene Expression,0.44054112291009984,0.0,0.0,5515,0.38569647743478114,1003
ENSG00000182481,KPNA2,Gene Expression,0.44034555662414776,0.0,0.0,22224,1.5984553840591398,2844
ENSG00000108510,MED13,Gene Expression,0.4401390811276128,0.0,0.0,30665,2.2909709186923846,3233
ENSG00000262406,MMP12,Gene Expression,0.43991021718349355,0.0,0.0,1690,0.23757378269876805,385
ENSG00000137673,MMP7,Gene Expression,0.43981427074625007,0.0,0.0,7912,0.668340842790907,1136
ENSG00000145632,PLK2,Gene Expression,0.43952204440097636,0.0,0.0,35050,2.6629039774066317,3388
ENSG00000135525,MAP7,Gene Expression,0.43808005023163626,0.0,0.0,15866,1.112015580158794,2497
ENSG00000164530,PI16,Gene Expression,0.43786072069664345,0.0,0.0,4874,1.6587814388325577,1977
ENSG00000100219,XBP1,Gene Expression,0.437607240204378,0.0,0.0,134621,11.539283436591262,4563
ENSG00000141424,SLC39A6,Gene Expression,0.436898095542468,0.0,0.0,43873,3.4553985658234203,3586
ENSG00000272398,CD24,Gene Expression,0.43525612112086737,0.0,0.0,29353,2.3279527172906005,3058
