dataset,mu,phi,RPL19,TUBB,EEF1G,PPIA,GAPDH,ABCF1,SDHA,OAZ1,G6PD,ALAS1,GUSB,HPRT1,POLR2A,POLR1B,TBP
MCC-122-01-1A,6343.202075368651,0.2931477459499063,3.601294500821134,0.39089851786280444,2.3563737828803117,1.1593435961090017,1.5570376467836327,0.31847684577725915,0.38237167423518453,1.4983924375757354,0.07637429920914626,0.04095764559276272,0.10429628696220344,0.16146919592474301,0.5108377550851139,0.043534096103945624,0.06523040995147876
PRAD-082-21-1A,11480.373205741627,0.14636556954631824,2.6549992454245848,0.34846899735420495,1.4819951866864594,1.477956267285567,1.788433873227043,0.6382031589978008,0.2695206109251917,1.4454787518779852,0.11187505092248604,0.1571935399886011,0.15498003988728073,0.24073856876483052,0.6993253544599091,0.04312241421318848,0.07740364188512477
cSCC-099-03-1A,8136.5513804933835,0.4613062971272327,2.8765563231439093,0.5581756732717861,1.71255291964535,1.3721910956030745,1.885319975327679,0.5359091576220771,0.25708178559439987,1.3593193861201815,0.08416200703682163,0.09170436555205627,0.16677261208197083,0.17126693879739807,0.7227677412227894,0.05369805030587806,0.06404199594435751
GBM-019-19-1D,1167.7996326343182,1.3113831517710706,2.495620305423608,1.66359936956722,0.0,2.167185481572338,0.4798940066236874,0.43289705402954287,0.2800990305104549,1.490429443530743,0.09397512027581148,0.12466954764023072,0.15864940409890604,0.06788067159015441,0.08749313635929366,0.029300322787750452,0.03510956638120385
LUAD-096-58-1A,7039.791606367583,0.4036291269484144,2.2611693788110876,0.5321296045965747,1.5159111698919894,1.4291791366248914,1.2744342778769138,0.36185933732864645,0.1281082362822364,1.6117434312694068,0.07716812239653224,0.19055474232976227,0.07342797340414116,0.10624684364590081,0.44824677932329643,0.026907986656623726,0.044120795906687146
BLCA-031-02-1A,3673.9650334860767,0.8732073351398321,3.1937618337661977,0.5451832054747476,2.0980068922719743,1.649775772833378,2.617718371644203,0.19743409834086242,0.14551125092536785,1.681013359547136,0.051918080797303395,0.20118283719262445,0.0896451003851212,0.11208318806458803,0.18146104369034335,0.010830883081749476,0.028300705606444494
ccRCC-118-13-1A,3321.9289940828403,0.6430889463469128,2.846381452335484,0.4601558511510361,1.9776416276596402,1.2856011447201425,2.1971557929946486,0.15925395314573504,0.20351962957562483,2.176457429324608,0.07857847192967235,0.08852096140814417,0.18188841022885044,0.1666049755563088,0.5712236665430541,0.023059202158961345,0.02343774389460342
BCC-109-02-1A,8045.184809775063,0.385218067450422,2.4876379390516536,0.490143866629477,1.2029870299473007,1.3005871399404245,1.4906321465215986,0.33535363061197543,0.28733202317917433,1.2437648049197698,0.0510124799963432,0.12232094257854101,0.11046215100518081,0.17139305065072233,0.5714961374545988,0.03744323219833567,0.04594841397275091
PAAD-062-01-1A,5655.396836808051,0.7584835134762001,3.005010451771204,0.4331787559463624,1.7622431063656587,1.4804106839844062,2.139101835673906,0.3164479654548178,0.27964338257422733,1.8287598038804518,0.12649183692650703,0.07733496986807177,0.1911763258048445,0.16694742031298146,0.6179193284477276,0.028507541494520606,0.04630569220887855
GBM-009-01-1C,1251.0226082817705,0.9798099685612777,1.4321518217579237,1.138467838020426,0.0,1.463198549224309,0.1282890330068294,0.44403811852462033,0.07033426027123098,0.596543270648401,0.020491158950304428,0.07154729052422432,0.13644209182542777,0.04982765556899477,0.10656434924531626,0.04031572000560859,0.04947915563945961
PRAD-082-15-1A,8533.573578595318,0.19619629373598615,2.7136455616811954,0.29383263973172175,1.3523499823442946,1.1577587906250406,1.4091578781653784,0.4559833665443246,0.26630326652790065,1.1260196756054957,0.08841944547059766,0.18127878475315762,0.2140830529420597,0.2090200770531795,0.5528411477105989,0.062056686601906746,0.05153704496482474
MCC-002-01-1A,6341.299067275253,0.5125763924001474,3.5349302726663296,2.802766941131916,2.82548260652274,2.9398001342259934,4.0075532524539135,0.3084524729315708,0.38577693352583836,2.229289875733363,0.4254283323852306,0.11116171257470701,0.35386642126062084,0.5792198091067747,0.3232435458717272,0.05535923560465126,0.1409950001486172
CRC-030-01-1A,7098.9380081300815,1.1362028442641807,3.201225372281319,0.9389138427716747,0.06064416899045541,2.1895828634405707,3.3544711263010463,0.19907085194850843,0.26493546513546545,2.195480335299824,0.1287824580208442,0.10300947815055524,0.18761564130337008,0.2521499533124659,0.1726904202666854,0.020166420886750594,0.025239081805227794
BRCA-030-01-1A,3086.615476760901,3.357498164236954,2.586575130349438,0.8585774894824735,0.015767003765100682,2.083283755595591,2.9252818885740566,0.12768542751434872,0.24211315943267522,1.445993019239864,0.2538150720461345,0.08153667754153061,0.2496497401782533,0.1574042941366673,0.17395102136496673,0.028239318614495447,0.08146222059730757
BRCA-107-12-1A,10262.45058139535,0.47676422024801907,3.1694336452307055,0.7593506848052428,2.0434555531479734,1.3079177592217466,1.973056074028501,0.30733871357699477,0.2735704685931003,1.7012782809543967,0.10556984429709783,0.09652077442764416,0.26179900019418545,0.18928120664575335,0.4943542356161505,0.02710351885408173,0.04539824198429629
CRC-086-02-1A,7092.662055335968,0.5945058057618622,1.5074528944208028,0.5543796890689124,1.2566106334569103,0.8888854095730242,1.84015646243006,0.3561813937700429,0.3125066518402658,1.111338678539617,0.08729661549909448,0.16955960335952006,0.20654810082369102,0.31080805732728767,0.5668374053862809,0.11609018406230052,0.052531356006404246
PRAD-053-03-1A,5254.921013412817,0.8473775768336402,2.9822883936014115,0.5310413057733556,1.6630271530368348,1.242740562050373,1.850524539445887,0.2731025890501249,0.22140174884635921,1.4056614559749174,0.06929977008668978,0.08254551520151078,0.1693642345874182,0.17944321189223755,0.40496291358321673,0.03039478634126072,0.02987855393274126
GBM-012-05-1D,1486.6031276415893,2.5222480791460486,1.3248827023335548,0.3432750076863966,0.0,1.193154728922216,1.0237198305396753,0.09863832451342665,0.046988442822689165,1.318105277684191,0.05820141506464431,0.05792864666982961,0.13412829840153256,0.04986651683599821,0.12860886259761095,0.02692314092027138,0.025346976074209285
BTC-054-01-1A,2953.7453662842013,0.6277592231134335,3.1911976318314785,0.6382084459017211,1.2964023457072988,2.028036804543595,3.2169746680974067,0.11748856902625733,0.22897119349771783,2.4436783783522005,0.29519843595934825,0.08421983654171113,0.2269306093610538,0.2365896059024666,0.274656391296556,0.02787661837419054,0.07866051060892072
LUAD-003-11-1A,5875.957016084304,1.177020836023456,3.576801534857083,0.6304484526918457,2.744606522687974,1.677806443951445,2.375933693556943,0.16219732436769058,0.1693827886424958,2.178106363215879,0.10340916024220338,0.11009209547208808,0.15999212947962715,0.19099423979576252,0.1960021294160887,0.009778845881611022,0.041567905770458734
SACC-103-03-1A,8339.403414479924,0.45047640680285894,3.0173911722967635,0.6678407149919999,2.4041765337182204,2.0092463683606785,2.275950242389625,0.5086822048209539,0.2311109422850835,1.258376386370846,0.0689060722675621,0.09817269863624842,0.1646409215867432,0.1267252535933658,0.5635545283707943,0.06636349064669125,0.07111175110214488
GBM-085-11-1A,4257.5127485976545,0.4866717796024506,0.5759756803343021,0.47761407288332997,0.5181616959090768,0.5347896928269643,0.7864258685446914,0.23611844649025668,0.1921330539725913,0.330557918503423,0.03268919458304749,0.05581058074042928,0.2332605895295436,0.21499213766521602,0.12357953036089317,0.08741959560843016,0.06253632555948158
ANs-083-02-1A,5893.089438409984,0.7395985826753183,2.584920013802281,0.5118594211848835,1.4149294630072893,1.234179188554257,1.5973421672589594,0.28910594311260285,0.19404570762047768,1.0319635119523654,0.07763056789643433,0.03822176161147496,0.10970079518845813,0.13726735271954507,0.619608565349732,0.0353266332604131,0.052273323639492504
CaCx-120-06-1A,5355.110521438801,0.8126418469128599,2.513219809683414,0.39481250553395125,1.2910477543161767,1.2177129268998326,1.4941865713844706,0.31947619905338,0.22887515176545742,1.4095445685681995,0.07206190227037126,0.09154793435200298,0.1269108838899057,0.12914005049371396,0.6490679331331737,0.04091969753862671,0.050178792390574975
